x,f(x)
0.0,2.419905969557347
0.020202020202020204,2.1716288533240373
0.04040404040404041,2.082090265717233
0.06060606060606061,1.8910188411090068
0.08080808080808081,1.8055524635118958
0.10101010101010102,1.7345584956094136
0.12121212121212122,1.7099200055265062
0.14141414141414144,1.3187186071520183
0.16161616161616163,1.5546184440892352
0.18181818181818182,1.0520189631317458
0.20202020202020204,1.1445616853520224
0.22222222222222224,1.1372212345297894
0.24242424242424243,1.0308444126506062
0.26262626262626265,0.8701371004570367
0.2828282828282829,0.8461905678997488
0.30303030303030304,0.7568862615081063
0.32323232323232326,0.6906994473292049
0.3434343434343435,0.7820124652015328
0.36363636363636365,0.6838586498958374
0.38383838383838387,0.5334007678879011
0.4040404040404041,0.650375537361517
0.42424242424242425,0.5518348124872239
0.4444444444444445,0.565837855071069
0.4646464646464647,0.5135253578092092
0.48484848484848486,0.33605799391584373
0.5050505050505051,0.3335513628167386
0.5252525252525253,0.4369722402782276
0.5454545454545455,0.3978701593006096
0.5656565656565657,0.311115608502717
0.5858585858585859,0.3029684972429283
0.6060606060606061,0.398573339139779
0.6262626262626263,0.19265379959140838
0.6464646464646465,0.2888572452367887
0.6666666666666667,0.1975038226512005
0.686868686868687,0.18068264921762922
0.7070707070707072,0.29812742243983253
0.7272727272727273,0.2575864798841169
0.7474747474747475,0.24411718152411563
0.7676767676767677,0.2818967633376125
0.787878787878788,0.14283280740893173
0.8080808080808082,0.19905595899534073
0.8282828282828284,0.0906546855297182
0.8484848484848485,0.14556258338719755
0.8686868686868687,0.09219495138799427
0.888888888888889,0.10752888604735072
0.9090909090909092,0.15048269710599177
0.9292929292929294,0.0027639911065414496
0.9494949494949496,0.2878914464398567
1.0101010101010102,0.17904624130468372
1.0303030303030305,0.13796575503616743
1.0505050505050506,0.11708694168067106
1.0707070707070707,0.11367430259749517
1.090909090909091,0.046048889099921886
1.1313131313131315,0.04845456125490799
1.1717171717171717,0.1328529180372242
1.191919191919192,0.01815619449581142
1.2525252525252526,0.0677134574007524
1.3131313131313131,0.04561010376291626
1.3333333333333335,0.044248050028520336
1.393939393939394,0.03908470380669379
1.494949494949495,0.042129440600342086
1.5151515151515154,0.15779999053305663
1.5353535353535355,0.09531033076644457
1.575757575757576,0.006350718773312119
1.6161616161616164,0.005283900077413859
1.6565656565656568,0.038441170059152034
1.696969696969697,0.057268820415836794
1.7171717171717173,0.15823389176541167
1.7575757575757578,0.04445973339699744
1.777777777777778,0.07300213662672869
1.8181818181818183,0.025857162389249008
1.8383838383838385,0.004465298248264948
1.8585858585858588,0.012748777125665117
1.8989898989898992,0.005028621669998201
1.9191919191919193,0.052196625752020526
1.9393939393939394,0.1473430326505327
1.9595959595959598,0.09799942293634621
1.97979797979798,0.21724522050691011
